0.0000, 1.0013
2.5157, 1.0831
8.8050, 1.1713
15.0943, 1.2846
21.3836, 1.3728
33.9623, 1.4484
57.8616, 1.4987
85.5346, 1.5239
125.7862, 1.5365
171.0692, 1.5365
254.0881, 1.5428
311.9497, 1.5365
372.3270, 1.5428
420.1258, 1.5428
465.4088, 1.5428
498.1132, 1.5428
566.0377, 1.5428
631.4465, 1.5428
716.9811, 1.5428
789.9371, 1.5428
862.8931, 1.5428
963.5220, 1.5428
1000.0000, 1.5491
